Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
AAL,"American Airlines Gp",13.63,-0.19,-1.37%,14,14.18,13.47,25033301,2023-03-23
AAOI,"Applied Optoelect",2.46,0.09,+3.80%,2.36,2.47,2.36,84200,2023-03-23
AAON,"Aaon Inc",92.35,0.95,+1.04%,91.65,94.37,91.16,334000,2023-03-23
AAPL,"Apple Inc",158.93,1.1,+0.70%,158.83,161.55,157.68,67622000,2023-03-23
ABCB,"Ameris Bancorp",35.38,-1.53,-4.15%,37.02,37.24,35.32,554900,2023-03-23
ABCL,"Abcellera Biologics Inc",7.31,0,0.00%,7.35,7.45,7.16,1736100,2023-03-23
ABNB,"Airbnb Inc Cl A",120.3,-0.87,-0.72%,122.51,124.66,118.33,4028500,2023-03-23
ACAD,"Acadia Pharmaceutica",18.32,-0.18,-0.97%,18.72,18.85,18.1,1155800,2023-03-23
ACAH,"Atlantic Coastal Acquisition Corp Cl A",10.07,0,0.00%,10.07,10.07,10.07,3500,2023-03-23
ACB,"Aurora Cannabis Inc",0.7059,-0.0016,-0.23%,0.7198,0.7297,0.6932,1886600,2023-03-23
ACCD,"Accolade Inc",13.25,1.29,+10.79%,13.1,13.68,12.71,1033600,2023-03-23
ACGL,"Arch Capital Grp Ltd",65.6,-0.27,-0.41%,65.78,66.78,64.92,2018500,2023-03-23
ACHC,"Acadia Healthcr Company",69.44,-0.36,-0.52%,69.78,70.36,69.01,347600,2023-03-23
ACIW,"Aci Worldwide Inc",24.96,-0.61,-2.39%,25.64,26.03,24.94,967100,2023-03-23
ACLS,"Axcelis Tech Inc",131.38,-0.03,-0.02%,133.21,136.38,128.4,877700,2023-03-23
ACLX,"Arcellx Inc",28.29,-0.21,-0.74%,28.92,29.7,27.84,307800,2023-03-23
ACT,"Enact Holdings Inc",21.72,-0.21,-0.96%,22.09,22.09,21.66,85000,2023-03-23
ADBE,"Adobe Systems Inc",369,7.29,+2.02%,368.99,375.25,365.49,3138500,2023-03-23
ADEA,"Adeia Inc",8.04,-0.06,-0.74%,8.12,8.38,8.03,344200,2023-03-23
ADI,"Analog Devices",189.45,2.84,+1.52%,188.97,192.54,187.06,2658300,2023-03-23
ADP,"Automatic Data Procs",213.62,0.36,+0.17%,213.7,216.91,212.13,1893900,2023-03-23
ADSK,"Autodesk Inc",201.14,2.76,+1.39%,200.92,204.67,199.11,1549800,2023-03-23
ADUS,"Addus Homecare Corp",99.71,0.75,+0.76%,99.65,100.43,98.81,94700,2023-03-23
ADV,"Advantage Solutions Inc",1.84,-0.07,-3.66%,1.92,1.92,1.81,395800,2023-03-23
AEIS,"Advanced Energy",97.05,0.87,+0.90%,97.25,99.24,95.85,176900,2023-03-23
AEP,"American Electric Power Company",85.41,-1.44,-1.66%,86.81,87.53,85.21,3862100,2023-03-23
AFRM,"Affirm Holdings Inc Cl A",9.99,0.23,+2.36%,9.81,10.75,9.66,18147701,2023-03-23
AGIO,"Agios Pharmaceuticals",21.98,0.19,+0.87%,22.1,22.39,21.39,434100,2023-03-23
AGNC,"Agnc Investment Corp",9.63,-0.13,-1.33%,9.83,10.13,9.58,18459100,2023-03-23
AHCO,"Adapthealth Corp Cl. A",13.68,-0.06,-0.44%,13.8,13.94,13.44,938500,2023-03-23
AIMC,"Altra Indtl Mtn",61.99,1.1,+1.81%,61.98,62,61.98,3599500,2023-03-23
AKAM,"Akamai Technologies",75.05,0.9,+1.21%,74.74,76.01,74.5,1364800,2023-03-23
AKRO,"Akero Therapeutics Inc",39.84,1.91,+5.04%,38.29,40.17,37.99,1418400,2023-03-23
ALEC,"Alector Inc",5.94,0.09,+1.54%,5.92,6.04,5.82,511100,2023-03-23
ALGM,"Allegro Microsystems Inc",47.37,1.61,+3.52%,46.58,48.3,46.26,2007100,2023-03-23
ALGN,"Align Technology",311.48,-0.83,-0.27%,314.06,319.54,307.35,1006800,2023-03-23
ALGT,"Allegiant Travel Com",80.87,-0.62,-0.76%,82.32,83.55,79.47,147100,2023-03-23
ALHC,"Alignment Healthcare Inc",6.12,-0.01,-0.16%,6.18,6.5,6.11,759600,2023-03-23
ALKS,"Alkermes Plc",25.75,-0.08,-0.31%,25.98,26.15,25.43,914100,2023-03-23
ALLK,"Allakos Inc",4.73,0.04,+0.85%,5.03,5.03,4.61,749700,2023-03-23
ALLO,"Allogene Therapeutics Inc",5.05,0.01,+0.20%,5.12,5.24,5,1637700,2023-03-23
ALNY,"Alnylam Pharmaceuticals",190.49,0.75,+0.40%,192.54,195.16,189.11,458500,2023-03-23
ALRM,Alarm.com,48.8,0.26,+0.54%,48.9,50.03,48.36,192200,2023-03-23
ALRN,"Aileron Therapeutics Inc",1.35,-0.03,-2.17%,1.4381,1.4381,1.33,33700,2023-03-23
ALTR,"Altair Engineering Inc Cl A",68.85,0.64,+0.94%,68.86,69.76,68.31,235700,2023-03-23
AMAT,"Applied Materials",122.78,3.92,+3.30%,121.27,124.99,120.17,6182200,2023-03-23
AMBA,"Ambarella Inc",79.41,2.74,+3.57%,78.81,80.32,77.39,369300,2023-03-23
AMD,"Adv Micro Devices",100.28,2.7,+2.77%,100.05,102.43,98.67,84088805,2023-03-23
AMED,"Amedisys Inc",69.79,-2.8,-3.86%,72.94,73.47,69.36,361700,2023-03-23
AMEH,"Apollo Medical Holdings Inc",38.5,-0.68,-1.74%,39.45,40.4,38.06,152300,2023-03-23
AMGN,"Amgen Inc",233.1,3.27,+1.42%,230.04,234.1,229.89,2175600,2023-03-23
AMKR,"Amkor Technology",26.03,0.73,+2.89%,25.7,26.64,25.47,893100,2023-03-23
AMLX,"Amylyx Pharmaceuticals Inc",29.04,-0.24,-0.82%,29.28,29.88,28.45,901500,2023-03-23
AMPH,"Amphastar Pharma",36.91,-0.02,-0.05%,37.08,37.38,36.66,218800,2023-03-23
AMPL,"Amplitude Inc Cl A",11.64,0.16,+1.39%,11.55,11.96,11.47,553700,2023-03-23
AMRK,"A-Mark Precious Meta",31.39,0.72,+2.35%,30.83,31.73,30.63,257500,2023-03-23
AMST,"Amesite Inc",2.43,-0.17,-6.54%,2.65,2.65,2.38,41400,2023-03-23
AMZN,"Amazon.com Inc",98.71,0.01,+0.01%,100.43,101.06,97.62,57559301,2023-03-23
ANDE,"Andersons Inc",39.21,-0.38,-0.96%,39.8,40.45,38.87,247500,2023-03-23
ANSS,"Ansys Inc",314.65,5.52,+1.79%,312.81,316.46,310.25,287500,2023-03-23
APA,"Apa Corp",34.01,-0.34,-0.99%,34.5,35.27,33.35,7987600,2023-03-23
APAC,"Stonebridge Acquisition Corp Cl A",10.48,0.03,+0.29%,10.48,10.48,10.48,600,2023-03-20
APLS,"Apellis Pharmaceuticals Inc",63.22,2.01,+3.28%,61.98,63.49,61.53,2011400,2023-03-23
APM,"Aptorum Group Ltd Cl A",2.88,0.2,+7.29%,2.6,2.9,2.6,2200,2023-03-23
APP,"Applovin Corp Cl A",14.19,0.38,+2.75%,14.15,14.73,14.05,1817100,2023-03-23
APPF,"Appfolio Cl A",118.02,1.45,+1.24%,116.91,119.07,115.74,101200,2023-03-23
APPN,"Appian Corp Cl A",40.67,0.94,+2.37%,40.25,41.65,40.08,235500,2023-03-23
ARCB,"Arcbest Corp",89.02,-1.2,-1.33%,90.33,91.81,88.45,200700,2023-03-23
ARCT,"Arcturus Therapeutics Ltd",15.1,0.38,+2.58%,14.92,15.41,14.67,240400,2023-03-23
ARGX,"Argenx Se ADR",359.78,2.93,+0.82%,360.1,363.53,358.41,101700,2023-03-23
ARLP,"Alliance Resource Pt",18.81,-0.42,-2.18%,19.3,19.41,18.69,440000,2023-03-23
ARQQ,"Arqit Quantum Inc",1.07,0.04,+3.88%,1.07,1.105,1.01,776600,2023-03-23
ARQT,"Arcutis Biotherapeutics Inc",10.8,-0.06,-0.55%,10.98,11.16,10.74,958800,2023-03-23
ARRY,"Array Technologies Inc",19.81,0.19,+0.97%,19.96,21.54,19.25,7271500,2023-03-23
ARVN,"Arvinas Inc",26.34,-1.34,-4.84%,27.92,28.49,26.17,774100,2023-03-23
ARWR,"Arrowhead Pharma",23.68,-0.04,-0.17%,23.97,24.4,23.5,958800,2023-03-23
ASML,"Asml Holdings NY Reg ADR",664.16,23.79,+3.72%,657.74,673.94,654.94,1171400,2023-03-23
ASND,"Ascendis Pharma ADR",105.49,-0.06,-0.06%,105.9,107.72,103.83,155700,2023-03-23
ASO,"Academy Sports and Outdoors Inc",63.97,0.34,+0.53%,63.96,64.66,62.38,1405700,2023-03-23
ASTE,"Astec Inds Inc",38.72,-0.56,-1.43%,39.36,40.01,38.54,86700,2023-03-23
ATEC,"Alphatec Holdings",15.54,0.15,+0.97%,15.52,15.66,15.38,677000,2023-03-23
ATEX,"Anterix Inc.",28.36,-0.61,-2.11%,29.1,29.52,28.3,220500,2023-03-23
ATRA,"Atara Biotherap",2.86,-0.01,-0.35%,2.92,2.97,2.77,1122500,2023-03-23
ATRC,"Atricure Inc",37.98,-0.78,-2.01%,39.14,39.59,37.9,284400,2023-03-23
ATSG,"Air Transport",19.88,-0.2,-1.00%,20.16,20.48,19.72,366100,2023-03-23
ATVI,"Activision Blizzard",79.68,1.04,+1.32%,79.57,80.2,79.25,4252900,2023-03-23
AUPH,"Aurinia Pharm Ord",9.29,0.55,+6.29%,8.95,9.4,8.81,4752000,2023-03-23
AUR,"Aurora Innovation Inc",1.31,0.07,+5.65%,1.24,1.32,1.24,1138700,2023-03-23
AVAC,"Avalon Acquisition Inc Cl A",10.4,-0.01,-0.10%,10.4,10.41,10.4,47800,2023-03-23
AVAH,"Aveanna Healthcare Holdings Inc",1.01,0.0144,+1.45%,0.99,1.1,0.98,645400,2023-03-23
AVAV,"Aerovironment Inc",89.44,0.12,+0.13%,89.84,90.98,88.61,97400,2023-03-23
AVDL,"Avadel Pharmaceuticals Plc ADR",9.14,0.48,+5.54%,9.01,9.22,8.75,346300,2023-03-23
AVDX,"Avidxchange Holdings Inc",7.7,-0.08,-1.03%,7.84,7.93,7.56,1403200,2023-03-23
AVGO,"Broadcom Ltd",639.23,8.31,+1.32%,638.9,648.18,631.53,2716400,2023-03-23
AVID,"Avid Tech Inc",29.17,-0.18,-0.61%,29.56,30.18,29.01,170200,2023-03-23
AVO,"Mission Produce Inc",10.81,-0.13,-1.19%,10.97,11.03,10.67,125400,2023-03-23
AVPT,"Avepoint Inc Cl A",3.99,-0.09,-2.21%,4.11,4.16,3.96,709100,2023-03-23
AVT,"Avnet Inc",42.99,0.36,+0.84%,42.93,43.73,42.81,626600,2023-03-23
