>,,Note Min of about 7
>,,
Symbol,,
aapl,,
msft,,
ibm,,
hpe,,
hpq,,
goog,,
googl,,
tsla,,
ba,,
now,,
sbny,,
payc,,
pypl,,
v,,
ma,,
axp,,
