>
>
Symbol
PGNY

FLR
KEX
WH
TMHC
DKS
LNW
MEDP
LPX
GTLS
TNDM
ENS
BLDR
TREX
ADNT
OPCH
SAM
TRIP
RGEN
VSAT
CROX
KBH
NARI
WING
COLM
NATI
DTM
TCBI
R
EWBC
PGNY
FCN
MUR
DECK
RH
CHDN
BFH
TPX
PCTY
OLLI
DT
LAMR
VAC
NEU
WU
ACM
LII
RNR
MTSI
TDC
PK
GME
NSP
OC
SNV
CLH
JEF
PRGO
MP
KSS
FCFS
POWI
JAZZ
RRX
ENOV
UMBF
CHH
THC
NVST
BDC
AYI
BC
NAVI
WTFC
LANC
MTG
HWC
HALO
KMPR
ESNT
OHI
TOL
CC
BHF
