Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
AAPL,"Apple Inc",170.73,1.73,+1.02%,173.7,168.94,76267000,2024-03-08
ABNB,"Airbnb Inc Cl A",164.91,1.37,+0.84%,168.19,163.48,4105700,2024-03-08
ADBE,"Adobe Systems Inc",551.69,-4.35,-0.78%,560.44,550.51,2833100,2024-03-08
ADI,"Analog Devices",195.94,-2.3,-1.16%,199.67,195.57,3752600,2024-03-08
ADP,"Automatic Data Procs",242.4,-1.85,-0.76%,244.31,241.48,1815800,2024-03-08
ADSK,"Autodesk Inc",251.86,-1.98,-0.78%,256.03,251.69,881700,2024-03-08
AEP,"American Electric Power Company",83.84,-0.26,-0.31%,84.57,83.2,4567800,2024-03-08
AMAT,"Applied Materials",205.56,-7.05,-3.32%,213.6,205.39,6940700,2024-03-08
AMD,"Adv Micro Devices",207.39,-3.99,-1.89%,227.3,205.6,120815195,2024-03-08
AMGN,"Amgen Inc",273.75,0.89,+0.33%,276.56,272.01,2251100,2024-03-08
AMZN,"Amazon.com Inc",175.35,-1.47,-0.83%,178.79,174.33,37893199,2024-03-08
ANSS,"Ansys Inc",335.11,-4.26,-1.26%,340.1,334.14,366400,2024-03-08
ASML,"Asml Holdings NY Reg ADR",994.33,-53.06,-5.07%,1040.21,993.23,1638500,2024-03-08
AVGO,"Broadcom Ltd",1308.72,-98.29,-6.99%,1413,1301.58,7402400,2024-03-08
AZN,"Astrazeneca Plc ADR",66.5,0.31,+0.47%,66.58,65.98,4412800,2024-03-08
BIIB,"Biogen Inc",223.24,3.88,+1.77%,228.36,221.98,1658000,2024-03-08
BKNG,"Booking Holdings Inc",3485.7,7.94,+0.23%,3510,3450.62,305400,2024-03-08
BKR,"Baker Hughes Company",30.6,-0.23,-0.75%,30.91,30.43,5548400,2024-03-08
CCEP,"Coca-Cola Europacific Partners Plc",70.59,0.03,+0.04%,71.74,70.42,1168900,2024-03-08
CDNS,"Cadence Design Sys",308.6,-9.44,-2.97%,319,308.49,1313000,2024-03-08
CDW,"CDW Corp",247.95,-0.39,-0.16%,249.87,247.79,620100,2024-03-08
CEG,"Constellation Energy Corp",170.57,-9.01,-5.02%,179.83,168.46,3196900,2024-03-08
CHTR,"Charter Communications Inc",283.78,1.78,+0.63%,285,279.27,1058000,2024-03-08
CMCSA,"Comcast Corp A",42.58,0.84,+2.01%,42.63,41.6,18007301,2024-03-08
COST,"Costco Wholesale",725.56,-60.03,-7.64%,756.22,725.1,8590100,2024-03-08
CPRT,"Copart Inc",54.96,-0.25,-0.45%,55.83,54.72,4094600,2024-03-08
CRWD,"Crowdstrike Holdings Inc",322.85,-6.83,-2.07%,341.74,322.41,6021300,2024-03-08
CSCO,"Cisco Systems Inc",49.5,0.6,+1.23%,49.78,48.85,19316199,2024-03-08
CSGP,"Costar Group Inc",86.11,0.76,+0.89%,86.92,85.42,2090400,2024-03-08
CSX,"CSX Corp",38.19,0.27,+0.71%,38.33,37.89,7684400,2024-03-08
CTAS,"Cintas Corp",625.37,-3.01,-0.48%,630,623.72,303300,2024-03-08
CTSH,"Cognizant Tech Sol",76.77,-0.69,-0.89%,77.53,76.59,5061500,2024-03-08
DASH,"Doordash Inc Cl A",131.8,-1.4,-1.05%,134.74,129.31,4139200,2024-03-08
DDOG,"Datadog Inc Cl A",121.31,-1.58,-1.29%,125.7,120.78,3727100,2024-03-08
DLTR,"Dollar Tree Inc",147.91,-2.11,-1.41%,149.75,146.71,3704300,2024-03-08
DXCM,"Dexcom Inc",135.25,2.01,+1.51%,136.25,132.33,3761900,2024-03-08
EA,"Electronic Arts Inc",135.15,-0.25,-0.18%,135.88,134.37,1645700,2024-03-08
EXC,"Exelon Corp",36.96,0.13,+0.35%,37.08,36.53,6904700,2024-03-08
FANG,"Diamondback Energy",183.29,0.48,+0.26%,184.89,182.33,1251800,2024-03-08
FAST,"Fastenal Company",75.63,-0.31,-0.41%,76.59,75.56,3217100,2024-03-08
FTNT,"Fortinet Inc",71.35,-1.72,-2.35%,73.5,71.09,5278800,2024-03-08
GEHC,"Ge Healthcare Technologies Inc",93.87,1.21,+1.31%,94.5,92.49,2853800,2024-03-08
GFS,"Globalfoundries Inc",52.41,-1.39,-2.58%,54.14,52.22,1700800,2024-03-08
GILD,"Gilead Sciences Inc",75.12,1.46,+1.98%,75.43,73.66,9519000,2024-03-08
GOOG,"Alphabet Cl C",136.29,1.05,+0.78%,138.99,134.8,26495100,2024-03-08
GOOGL,"Alphabet Cl A",135.41,1.03,+0.77%,138.09,134,39370301,2024-03-08
HON,"Honeywell International Inc",200.75,-1.86,-0.92%,203.91,200.45,2139300,2024-03-08
IDXX,"Idexx Laboratories",561.41,-1.81,-0.32%,574.94,559.32,299100,2024-03-08
ILMN,"Illumina Inc",135.43,-0.57,-0.42%,139.84,134.28,1922400,2024-03-08
INTC,"Intel Corp",44,-2.15,-4.66%,46.63,44,54916500,2024-03-08
INTU,"Intuit Inc",651.73,2.39,+0.37%,657.2,641.88,1054400,2024-03-08
ISRG,"Intuitive Surg Inc",391.85,-0.83,-0.21%,395.93,390.79,1737900,2024-03-08
KDP,"Keurig Dr Pepper Inc",29.14,0.18,+0.62%,29.2,28.9,9728400,2024-03-08
KHC,"Kraft Heinz Company",34.84,0.34,+0.99%,34.93,34.31,5872700,2024-03-08
KLAC,"K L A-Tencor Corp",699.21,-24.05,-3.33%,724.47,699.21,1121900,2024-03-08
LRCX,"Lam Research Corp",956.65,-37.92,-3.81%,995.81,955.73,1331300,2024-03-08
LULU,"Lululemon Athletica",460.39,3.11,+0.68%,465.42,457.29,755100,2024-03-08
MAR,"Marriot Int Cl A",250.28,3.37,+1.36%,251.11,246.22,1276700,2024-03-08
MCHP,"Microchip Technology",88.84,-4.5,-4.82%,93.66,88.79,8088300,2024-03-08
MDB,"Mongodb Inc Cl A",383.42,-28.59,-6.94%,411.5,378,6256700,2024-03-08
MDLZ,"Mondelez Intl Inc",71.85,0.85,+1.20%,72.24,70.37,7227600,2024-03-08
MELI,"Mercadolibre Inc",1512.5,-17.44,-1.14%,1552.99,1511.51,378800,2024-03-08
META,"Meta Platforms Inc",505.95,-6.24,-1.22%,523.57,499.35,18597000,2024-03-08
MNST,"Monster Beverage Cp",59.18,-0.2,-0.34%,59.76,58.82,4294800,2024-03-08
MRNA,"Moderna Inc",103.03,3.55,+3.57%,103.95,98.65,4328300,2024-03-08
MRVL,"Marvell Technology Inc",75.42,-9.67,-11.36%,81.4,75.38,40992398,2024-03-08
MSFT,"Microsoft Corp",406.22,-2.92,-0.71%,410.42,404.33,18002100,2024-03-08
MU,"Micron Technology",97.62,-1.36,-1.37%,101.85,97.32,22379000,2024-03-08
NFLX,"Netflix Inc",604.82,-3.69,-0.61%,616.09,600.84,2777200,2024-03-08
NVDA,"Nvidia Corp",875.28,-51.41,-5.55%,974,865.06,114226891,2024-03-08
NXPI,"Nxp Semiconductors",252.03,-7.01,-2.71%,262.91,251.79,2481900,2024-03-08
ODFL,"Old Dominion Freight Line Inc",428.29,-14.78,-3.34%,444.89,428.04,495200,2024-03-08
ON,"On Semiconductor",78.95,-4.01,-4.83%,83.64,78.9,7834400,2024-03-08
ORLY,"O'Reilly Automotive",1084.2,-5.23,-0.48%,1095,1078.88,316600,2024-03-08
PANW,"Palo Alto Networks Inc",280.2,-6.28,-2.19%,288.45,279.7,5742400,2024-03-08
PAYX,"Paychex Inc",120.82,-0.31,-0.26%,121.89,120.25,1344900,2024-03-08
PCAR,"Paccar Inc",114.65,0.32,+0.28%,116.07,114.25,2038500,2024-03-08
PDD,"Pdd Holdings Inc",110.34,-6.8,-5.81%,116.06,108.87,15225500,2024-03-08
PEP,"Pepsico Inc",163.05,-0.06,-0.04%,164.2,162.09,6065200,2024-03-08
