Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
AAL,"American Airlines Gp",17.47,0.12,+0.69%,17.35,17.565,17.28,16564202,"14:21 ET"
AAOI,"Applied Optoelect",5.26,0.41,+8.45%,4.9,5.3201,4.52,1415902,"14:16 ET"
AAON,"Aaon Inc",96.3,-0.090000000000003,-0.09%,96.26,96.9168,95.52,78302,"14:12 ET"
AAPL,"Apple Inc",189.35,1.29,+0.69%,187.93,189.9,187.6,30389848,"14:22 ET"
ABCB,"Ameris Bancorp",33.97,-0.39,-1.14%,34.08,34.34,33.54,129501,"14:20 ET"
ABCL,"Abcellera Biologics Inc",6.53,0.18,+2.83%,6.38,6.68,6.31,1552237,"14:22 ET"
ABNB,"Airbnb Inc Cl A",128.78,0.89,+0.70%,127.39,131.88,126.17,4185422,"14:22 ET"
ACAD,"Acadia Pharmaceutica",24.21,-0.009999999999998,-0.04%,24.35,24.55,24.04,320470,"14:22 ET"
ACAH,"Atlantic Coastal Acquisition Corp Cl A",10.3,-0.29,-2.74%,10.3,10.3,10.3,8402,"10:14 ET"
ACB,"Aurora Cannabis Inc",0.5228,-0.0098999999999999,-1.86%,0.5294,0.5303,0.5115,1738799,"14:07 ET"
ACCD,"Accolade Inc",12.6,0.47,+3.87%,12.12,12.48,12.12,237219,"14:21 ET"
ACGL,"Arch Capital Grp Ltd",71.37,0.23,+0.32%,71.38,71.8,70.53,806710,"14:21 ET"
ACHC,"Acadia Healthcr Company",78.97,-0.070000000000007,-0.09%,79.02,79.63,78.28,216199,"14:22 ET"
ACIW,"Aci Worldwide Inc",22.25,0.29,+1.32%,21.93,22.19,21.66,219474,"14:20 ET"
ACLS,"Axcelis Tech Inc",175.43,1.26,+0.72%,170.54,177.555,170.25,264598,"14:22 ET"
ACLX,"Arcellx Inc",31.95,-0.050000000000001,-0.16%,31.591,32.345,31.41,204185,"14:20 ET"
ACT,"Enact Holdings Inc",24.6,-0.02,-0.08%,24.56,24.675,24.375,62604,"14:15 ET"
ADBE,"Adobe Systems Inc",485.67,-3.6,-0.74%,482,489.75,480.39,1290020,"14:22 ET"
ADEA,"Adeia Inc",10.48,0.02,+0.19%,10.4,10.57,10.4,122166,"14:20 ET"
ADI,"Analog Devices",190.15,-2.23,-1.16%,190.02,191.16,188.57,1306182,"14:22 ET"
ADP,"Automatic Data Procs",213.98,-1.63,-0.76%,215.15,216.48,213.73,837263,"14:21 ET"
ADSK,"Autodesk Inc",205.35,-1.5,-0.73%,206.15,208.36,203.91,712328,"14:22 ET"
ADUS,"Addus Homecare Corp",91.64,-0.48,-0.52%,91.77,92.25,90.98,37263,"14:16 ET"
ADV,"Advantage Solutions Inc",2.355,0.0049999999999999,+0.21%,2.34,2.375,2.33,232983,"14:07 ET"
AEIS,"Advanced Energy",108.75,0.18000000000001,+0.17%,107.78,109.4169,107.295,56879,"14:21 ET"
AEP,"American Electric Power Company",81.75,-1.69,-2.03%,83.36,83.46,81.51,2209796,"14:22 ET"
AFRM,"Affirm Holdings Inc Cl A",15.23,0.030000000000001,+0.20%,15,15.54,14.85,8447458,"14:22 ET"
AGIO,"Agios Pharmaceuticals",28.87,0.74,+2.63%,28.11,29.2099,28,366267,"14:15 ET"
AGNC,"Agnc Investment Corp",10.3,0.010000000000002,+0.10%,10.3,10.335,10.2577,6185426,"14:13 ET"
AHCO,"Adapthealth Corp Cl. A",11.55,0.27,+2.39%,11.27,11.74,11.22,1081785,"14:21 ET"
AKAM,"Akamai Technologies",88.92,-0.42999999999999,-0.48%,89.22,89.35,88.555,513900,"14:22 ET"
AKRO,"Akero Therapeutics Inc",45.63,0.21,+0.46%,45.32,46.02,44.71,612528,"14:19 ET"
ALEC,"Alector Inc",6.02,0.039999999999999,+0.67%,5.98,6.04,5.86,188470,"14:15 ET"
ALGM,"Allegro Microsystems Inc",42.59,-0.035000000000004,-0.08%,41.97,42.86,41.81,394952,"14:16 ET"
ALGN,"Align Technology",344.67,3.98,+1.17%,341.3,348.86,340.19,316861,"14:21 ET"
ALGT,"Allegiant Travel Com",127.15,2.22,+1.78%,124.36,127.59,124.29,73787,"14:22 ET"
ALHC,"Alignment Healthcare Inc",6.05,0.33,+5.77%,5.75,6.1,5.75,296734,"14:19 ET"
ALKS,"Alkermes Plc",32.57,-0.43,-1.30%,33.04,33.2,32.57,622721,"14:21 ET"
ALLK,"Allakos Inc",4.3,0.09,+2.14%,4.19,4.32,4.12,295645,"14:12 ET"
ALLO,"Allogene Therapeutics Inc",4.62,0.03,+0.65%,4.55,4.72,4.43,3059828,"14:21 ET"
ALNY,"Alnylam Pharmaceuticals",196.23,7.43,+3.94%,189.32,196.96,188.68,159141,"14:22 ET"
ALRM,Alarm.com,49.03,-0.039999999999999,-0.08%,48.9,49.61,48.78,63286,"14:21 ET"
ALRN,"Aileron Therapeutics Inc",1.74,0.02,+1.16%,1.76,1.76,1.73,1879,"13:19 ET"
ALTR,"Altair Engineering Inc Cl A",74.36,0.77,+1.05%,73.84,74.96,73.7,91790,"14:17 ET"
ALVO,Alvotech,7.35,-0.1,-1.34%,7.46,7.81,7.3,85671,"14:04 ET"
AMAT,"Applied Materials",144.64,-1.91,-1.30%,142.8,145.9155,142.05,3921130,"14:22 ET"
AMBA,"Ambarella Inc",80.87,-0.78,-0.96%,80.58,81.49,80.04,134090,"14:22 ET"
AMD,"Adv Micro Devices",110.76,0.37,+0.34%,108.21,111.78,107.63,53062292,"14:22 ET"
AMED,"Amedisys Inc",91.67,0.079999999999998,+0.09%,91.65,91.8,91.25,540569,"14:22 ET"
AMEH,"Apollo Medical Holdings Inc",32.31,1.17,+3.76%,30.98,32.06,30.98,63398,"14:17 ET"
AMGN,"Amgen Inc",220.52,-2.09,-0.94%,222.24,222.345,218.65,1117985,"14:22 ET"
AMKR,"Amkor Technology",29.66,0.29,+0.99%,28.9,29.91,28.39,1302406,"14:22 ET"
AMLX,"Amylyx Pharmaceuticals Inc",21.9,0.09,+0.41%,21.85,21.985,21.26,1014551,"14:22 ET"
AMPH,"Amphastar Pharma",56.2,0.060000000000002,+0.11%,56.2,56.83,55.35,175104,"14:22 ET"
AMPL,"Amplitude Inc Cl A",11.14,0.32,+2.96%,10.76,11.17,10.73,157198,"14:20 ET"
AMRK,"A-Mark Precious Meta",36.05,0.19,+0.53%,35.87,36.02,35.55,42399,"14:20 ET"
AMZN,"Amazon.com Inc",129.38,0.19999999999999,+0.15%,128.94,131.48,128.44,36050799,"14:22 ET"
ANDE,"Andersons Inc",45.42,0.22,+0.49%,45.15,45.38,44.63,47756,"14:15 ET"
ANSS,"Ansys Inc",323.3,-0.019999999999982,-0.01%,324.05,326.465,321.085,219977,"14:18 ET"
APA,"Apa Corp",33.03,0.27,+0.82%,32.74,33.025,32.12,2349412,"14:21 ET"
APAC,"Stonebridge Acquisition Corp Cl A",10.84,0.03,+0.28%,10.84,10.84,10.84,134,"13:43 ET"
APLS,"Apellis Pharmaceuticals Inc",91.94,5.52,+6.39%,86.8,91.705,86.315,878289,"14:22 ET"
APM,"Aptorum Group Ltd Cl A",2.6286,-0.0414,-1.55%,2.59,2.71,2.59,2264,2023-06-28
APP,"Applovin Corp Cl A",25.91,-0.13,-0.50%,25.92,26.618,25.89,1136005,"14:22 ET"
APPF,"Appfolio Cl A",168.7,1.66,+0.99%,166.84,170.1,165.3703,25695,"14:07 ET"
APPN,"Appian Corp Cl A",48.11,0.89,+1.88%,47.16,49.09,47.013,93377,"14:22 ET"
ARCB,"Arcbest Corp",96.15,2.13,+2.27%,93.9,96.89,92.96,208127,"14:22 ET"
ARCT,"Arcturus Therapeutics Ltd",25.5,0.6,+2.41%,24.91,25.6,24.5,101852,"14:19 ET"
ARGX,"Argenx Se ADR",384.17,4.17,+1.10%,380.21,385.39,380.21,55610,"14:11 ET"
ARLP,"Alliance Resource Pt",18.01,-0.02,-0.11%,18,18.09,17.83,193719,"14:20 ET"
ARQT,"Arcutis Biotherapeutics Inc",8.44,-0.030000000000001,-0.35%,8.5,8.51,8.3,376613,"14:18 ET"
ARRY,"Array Technologies Inc",20.96,0.54,+2.64%,20.99,21.67,20.74,3052985,"14:22 ET"
ARVN,"Arvinas Inc",27.34,0.33,+1.22%,26.99,27.7,26.54,138621,"14:17 ET"
ARWR,"Arrowhead Pharma",36.47,0.39,+1.08%,36.26,37.37,35.49,482955,"14:22 ET"
ASML,"Asml Holdings NY Reg ADR",725.99,0.90999999999997,+0.13%,719.43,730,717.32,497552,"14:20 ET"
ASND,"Ascendis Pharma ADR",87.7,-0.42999999999999,-0.49%,86,88.33,85.61,152567,"14:13 ET"
ASO,"Academy Sports and Outdoors Inc",52.45,-0.93,-1.74%,53.15,53.43,51.388,1115892,"14:21 ET"
ASTE,"Astec Inds Inc",43.86,-0.020000000000003,-0.05%,43.94,44.03,43.57,15041,"14:18 ET"
ATEC,"Alphatec Holdings",18.11,0.31,+1.74%,17.84,18.59,17.72,1837553,"14:22 ET"
ATEX,"Anterix Inc.",30.7,-0.78,-2.48%,31.48,31.48,30.62,143258,"14:18 ET"
