>
>
Symbol
MSFT

CIR
OPRX
IDCC
JAMF
ILMN
WIX
DCT
RAMP
SLB
DNLI
SPT
LOB
ARVN
SBLK
ADNT
CTKB
CDNS
NOV
GRBK
LNTH
COP
SSTK
RNR
FBRT
SHAK
PANW
NVEI
TNDM
ASND
CVCO
WGO
EQT
PEGA
VRRM
TREX
MUR
KYMR
SKX
CIGI
APPS
MYGN
WDAY
LVS
LESL
MHO
NCLH
GDOT
ITGR
VERU
NARI
VRNS
PBF
LNW
FROG
MEDP
TPH
CPF
ARWR
REX
NFLX
WFRD
COUP
RHI
KRC
BLFS
OLLI
VRSN
PYPL
ADSK
PAYC
SIX
LGIH
PDD
XHR
VCEL
CZR
AMWD
JLL
BFH
FTNT
FBC
UCTT
HVT
OPCH
SAH
ECL
WDFC
FRSH
IQV
MSTR
CTS
HPP
BCOR
RCL
MTRN
KMPR
VNOM
DFIN
LYV
CIVI
SFBS
MGM
AZZ
MOS
PII
AAL
POOL
MDGL
TPX
AVXL
KIDS
PLMR
FOLD
BLDR
NXST
TCBI
PI
SBH
VCYT
XP
DBX
RGP
MELI
ETSY
SASR
CCS
QURE
CRM
MTCH
TRMB
PGTI
RVMD
BNTX
CDAY
FDS
NICE
SNPS
TMST
FA
BGNE
TWST
NCNO
FCN
SYNH
MHK
EPAC
UFPI
XRX
ESTA
ON
SAIA
PLTK
BOOM
EGRX
MDRX
RYAAY
OI
FOCS
LCII
INSM
BKNG
DXC
HTHT
CSII
OGN
RCUS
AVNT
CTSH
SNV
DRQ
AVID
SEM
RDWR
EPAM
RF
FANG
NTRA
BLD
AOSL
WBD
APPF
ALB
LSCC
EWBC
BIO
SDGR
SSRM
ONTO
ITCI
SPLK
LEGN
MTSI
INTU
BCRX
KRNT
EXR
SCHW
IVR
NUS
DLO
MCHP
IIIN
MP
KTOS
ZTS
AGIO
SAM
SGML
TRS
COOP
ANET
IBP
PDFS
ZI
PRGO
TOL
THC
PENN
FTAI
WYNN
QLYS
ATRC
GNL
LEG
AXSM
TTEC
ANSS
EXPE
PCTY
CRSR
DOCU
TNL
JACK
RGEN
AHCO
CVS
JYNT
MTH
JBGS
BL
IRTC
ALGT
LULU
SBSI
VRTV
SHYF
GIII
LAUR
KREF
