>,Symbol,>
>,whc,>
Symbol,min,Symbol
whc,wor,aapl
min,bpt,msft
wor,bhp,ibm
bpt,,hpe
bhp,,hpq
syr,,goog
a2m,,googl
gnc,,tslaX
bvs,,ba
fmg,,now
sto,,orcl
ncm,,T 
slr,,META
sbm,,FB
evn,,TXN
nst,,CSCO
rrl,,
rsg,,
