>,PWH,,,,,,
>,IEM,,,,,,
>,DXI,,,,,,
>,MGH,,,,,,
>,COF,,,,,,
>,WAF,,,,,,
>,SFY,,,,,,
>,IFRA,,,,,,
>,SDR,,,,,,
>,GEM,,,,,,
>,RSG,,,,,,
>,IEU,,,,,,
>,RBD,,,,,,
>,PL8,,,,,,
>,VIF,,,,,,
>,XARO,,,,,,
>,VSO,,,,,,
>,SGF,,,,,,
>,VBND,,,,,,
>,HCW,,,,,,
>,MCR,,,,,,
>,EHE,,,,,,
>,QAL,,,,,,
>,CIN,,,,,,
>,AD8,,,,,,
>,IDX,,,,,,
>,DJW,,,,,,
>,MICH,,,,,,
>,PGF,,,,,,
>,THL,,,,,,
>,SUBD,,,,,,
>,IAA,,,,,,
>,OBL,,,,,,
>,VVLU,,,,,,
>,QHAL,,,,,,
>,HACK,,,,,,
>,FCL,,,,,,
>,EQT,,,,,,
>,INR,,,,,,
>,NNUK,,,,,,
>,NCK,,,,,,
>,VDGR,,,,,,
>,ABB,,,,,,
>,VESG,,,,,,
>,VGE,,,,,,
>,CXL,,,,,,
>,KMD,,,,,,
>,ACL,,,,,,
>,RPL,,,,,,
>,ADT,,,,,,
>,ARU,,,,,,
>,ERA,,,,,,
>,FPR,,,,,,
>,BILL,,,,,,
>,RFF,,,,,,
>,WGB,,,,,,
>,VUL,,,,,,
>,WGX,,,,,,
>,URW,,,,,,
>,HPI,,,,,,
>,REG,,,,,,
>,TPW,,,,,,
>,ACDC,,,,,,
>,BRN,,,,,,
>,PPM,,,,,,
>,VDBA,,,,,,
>,VACF,,,,,,
>,RIC,,,,,,
>,OML,,,,,,
>,DVP,,,,,,
>,MVA,,,,,,
>,PMT,,,,,,
>,LRS,,,,,,
>,FLOT,,,,,,
>,SWM,,,,,,
>,RED,,,,,,
>,SNL,,,,,,
>,AGG,,,,,,
>,GMD,,,,,,
>,WHF,,,,,,
>,KKC,,,,,,
>,GRR,,,,,,
>,SYR,,,,,,
>,IMU,,,,,,
>,HTA,,,,,,
>,NBI,,,,,,
>,IFM,,,,,,
>,AGY,,,,,,
>,MOAT,,,,,,
>,ILB,,,,,,
>,WTN,,,,,,
>,VG1,,,,,,
>,PPC,,,,,,
>,QRI,,,,,,
>,RF1,,,,,,
>,MOT,,,,,,
>,DYL,,,,,,
>,OPH,,,,,,
>,MGX,,,,,,
>,ILC,,,,,,
>,MIR,,,,,,
>,SHV,,,,,,
>,KGN,,,,,,
>,AZS,,,,,,
>,HM1,,,,,,
>,TYR,,,,,,
>,PBH,,,,,,
,#VALUE!,,,,,,
