Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
AAN,"Aarons Holdings Company",12.8,-1.02,-7.38%,13.96,12.68,232400,2022-08-26
AAON,"Aaon Inc",59,-1.99,-3.26%,60.89,58.52,117200,2022-08-26
AAT,"American Assets Trust",28.53,-0.45,-1.55%,29.12,28.46,262300,2022-08-26
AAWW,"Atlas Air Ww",99.87,-0.03,-0.03%,100.08,99.8,1048500,2022-08-26
ABCB,"Ameris Bancorp",48.26,-1.09,-2.21%,49.87,48.1,200800,2022-08-26
ABG,"Asbury Automotive Group Inc",184.28,-4.38,-2.32%,191.94,183.63,113400,2022-08-26
ABM,"ABM Industries Inc",47.05,-1.52,-3.13%,48.53,46.98,184100,2022-08-26
ABTX,"Allegiance Banc CS",43.69,-0.51,-1.15%,44.45,43.61,52100,2022-08-26
ACA,"Arcosa Inc",62.04,-2.16,-3.36%,63.93,61.93,96200,2022-08-26
ACLS,"Axcelis Tech Inc",72.29,-9.44,-11.55%,83.39,71.63,1640400,2022-08-26
ADC,"Agree Realty Corp",77.05,-1.16,-1.48%,78.2288,76.97,431600,2022-08-26
ADTN,"Adtran Holdings Inc",24.34,-0.13,-0.53%,24.85,24.18,564300,2022-08-26
ADUS,"Addus Homecare Corp",89.99,-3.57,-3.82%,93.76,89.66,60000,2022-08-26
AEIS,"Advanced Energy",90.63,-5.49,-5.71%,96.76,90.56,157400,2022-08-26
AEL,"American Equity Investment Life",37.61,-1.54,-3.93%,39.2,37.44,424200,2022-08-26
AGO,"Assured Guaranty Ltd",53.48,-1.12,-2.05%,54.75,53.44,217200,2022-08-26
AGYS,"Agilysys Inc",50.73,-2.19,-4.14%,53.37,50.58,58500,2022-08-26
AHH,"Armada Hoffler Properties Inc",13.41,-0.33,-2.40%,13.71,13.4,214000,2022-08-26
AIN,"Albany International Corp",90.79,-3.1,-3.30%,93.95,90.6,70100,2022-08-26
AIR,"AAR Corp",44.82,-1.65,-3.55%,46.9783,44.73,136200,2022-08-26
AIT,"Applied Industrial Technologies",108.99,-4,-3.54%,112.88,108.56,86500,2022-08-26
AJRD,"Aerojet Rocketdyne Holdings",43.98,-1.37,-3.02%,45.35,43.89,597300,2022-08-26
AKR,"Acadia Realty Trust",16.6,-0.34,-2.01%,17.02,16.441,429300,2022-08-26
ALEX,"Alexander and Baldwin Inc",19.06,-0.54,-2.76%,19.62,19.03,170100,2022-08-26
ALG,"Alamo Group",133.1,-3.03,-2.23%,136.99,132.48,33700,2022-08-26
ALGT,"Allegiant Travel Com",98.11,-2.36,-2.35%,101.27,97.9,221100,2022-08-26
