>
>
Symbol
IBM
MSFT
AAPL

EOG
SLB
COP
LEN
LVS
CEG
PHM
MOS
MPC
DHI
NVR
ILMN
CF
NFLX
NEM
FTNT
CVX
RCL
EQT
DAL
CDAY
APA
PAYC
RL
DXC
ROST
RHI
PYPL
IBM
CVS
MGM
ALB
HBAN
ETSY
KEYS
JBHT
SNA
RF
TFC
EXPE
FDS
POOL
LOW
PFG
CRM
PNC
ON
DE
ADI
AAL
TXT
SBUX
MCHP
RJF
