>
>
Symbol
MSFT2


RCL
NLY
ILMN
FIVE
LVS
NCLH
PSX
TPX
SKX
FTNT
CF
INVH
LEG
FLR
ABMD
MSFT
MAS
KSS
TREX
VMC
CTSH
CGNX
DKS
PEN
MOS
SBRA
CROX
AN
NFLX
POOL
MEDP
NEE
VLO
BLDR
OLLI
PAYC
DXC
SNPS
CELH
NUS
ADNT
ARWR
DPZ
FFIN
GTLS
RRX
GPS
WING
PNFP
CDAY
ALB
BIO
NARI
ETSY
EPAM
SNV
ZION
HALO
PCTY
XRAY
BLD
NSA
QDEL
FAF
VAC
MP
LKQ
WSO
LEN
FICO
LYV
CLH
AA
