Symbol,Name,Last,Change,%Chg,Open,High,Low,Volume,Time
FITB,"Fifth Third Bancorp",28.48,0.11,+0.39%,28.18,28.73,27.93,4886600,2023-08-03
FLT,"Fleetcor Technologies",247,2.14,+0.87%,243.09,248.06,241.425,341748,2023-08-03
GL,"Globe Life Inc",114,0.56999999999999,+0.50%,113.4,114.75,112.6,455322,2023-08-03
GPN,"Global Payments Inc",121.65,-0.30999999999999,-0.25%,121,122.11,118.455,2383678,2023-08-03
GS,"Goldman Sachs Group",353.16,2.06,+0.59%,349.99,355.2099,348.62,1840380,2023-08-03
HBAN,"Huntington Bcshs",12.21,0.15,+1.24%,12.03,12.24,11.93,10418899,2023-08-03
HIG,"Hartford Financial Services Group",72.6,0.41,+0.57%,71.82,72.9,71.5,1214728,2023-08-03
ICE,"Intercontinental Exchange",112.07,-2.93,-2.55%,110,112.24,107.31,5017072,2023-08-03
IVZ,"Invesco Plc",16.65,0.29,+1.77%,16.31,16.7,16.2,5351757,2023-08-03
JKHY,"Jack Henry & Assoc",171.16,1.31,+0.77%,169.28,171.62,168.55,290000,2023-08-03
JPM,"JP Morgan Chase & Company",156.35,0.94999999999999,+0.61%,155,156.92,154.35,6084367,2023-08-03
KEY,Keycorp,12.04,0.14,+1.18%,11.89,12.07,11.64,11808687,2023-08-03
L,"Loews Corp",63.32,0.45,+0.72%,62.81,63.58,62.41,543662,2023-08-03
LNC,"Lincoln National Corp",28.01,0.14,+0.50%,28.81,29.22,26.15,4819509,2023-08-03
MA,"Mastercard Inc",393.01,2.99,+0.77%,387.56,393.44,386.42,2190467,2023-08-03
MCO,"Moody's Corp",338.05,-5.62,-1.64%,341.19,342.035,336.6979,890027,2023-08-03
MET,"Metlife Inc",64.42,1.67,+2.66%,63.53,64.835,62.71,5455236,2023-08-03
MKTX,"Marketaxess Holdings",248.69,-12.61,-4.83%,257.99,258.67,248.59,506000,2023-08-03
MMC,"Marsh & Mclennan Companies",191.04,0.039999999999992,+0.02%,190.49,192.11,190.06,1330855,2023-08-03
MS,"Morgan Stanley",89.14,-0.17999999999999,-0.20%,88.84,89.52,88.51,5137792,2023-08-03
MSCI,"MSCI Inc",543.78,-1.47,-0.27%,542.68,548.115,539.52,441139,2023-08-03
MTB,"M&T Bank Corp",139.82,1.39,+1.00%,137.43,140.06,136.81,708189,2023-08-03
NDAQ,"Nasdaq Inc",49.38,-0.29,-0.58%,49.56,49.64,49.1,2663300,2023-08-03
NTRS,"Northern Trust Corp",80.81,0.68,+0.85%,79.81,81.5,79.37,902100,2023-08-03
PFG,"Principal Financial Group Inc",79.36,0.92,+1.17%,77.85,79.84,77.85,854800,2023-08-03
PGR,"Progressive Corp",128.85,3.49,+2.78%,125.55,129.96,124.72,3886234,2023-08-03
PNC,"PNC Bank",133.02,-1.1,-0.82%,133.82,134.13,132.43,2173038,2023-08-03
PRU,"Prudential Financial Inc",96.79,1.48,+1.55%,94.83,97.335,94.8,1844427,2023-08-03
PYPL,"Paypal Holdings",64.18,-9.02,-12.32%,66.7,66.93,64.1,51258598,2023-08-03
RF,"Regions Financial Corp",20.5,0.24,+1.18%,20.17,20.51,20.02,7033297,2023-08-03
RJF,"Raymond James Financial",109.65,1.09,+1.00%,108.25,109.97,107.57,802595,2023-08-03
SCHW,"The Charles Schwab Corp",65.87,0.53,+0.81%,65.06,66.26,65,7427107,2023-08-03
SPGI,"S&P Global Inc",383.72,-10.53,-2.67%,388.78,392.97,382.7,2144593,2023-08-03
STT,"State Street Corp",73,0.29000000000001,+0.40%,72.49,73.69,72.11,2926533,2023-08-03
SYF,"Synchrony Financial",34.3,0.16,+0.47%,33.91,34.345,33.655,2876920,2023-08-03
TFC,"Truist Financial Corp",32.28,-0.030000000000001,-0.09%,32.26,32.38,31.65,8520547,2023-08-03
TROW,"T Rowe Price Group",117.02,-1.51,-1.27%,117.76,118.95,116.64,1043700,2023-08-03
TRV,"The Travelers Companies Inc",169.4,-1.7,-0.99%,171.13,171.59,169.31,1663945,2023-08-03
USB,"U.S. Bancorp",39.45,1.02,+2.65%,38.33,39.6075,38.045,14719798,2023-08-03
V,"Visa Inc",238.76,1.2,+0.51%,236,239.05,235.245,5034032,2023-08-03
WFC,"Wells Fargo & Company",45.15,0.049999999999997,+0.11%,44.71,45.39,44.51,12145410,2023-08-03
WRB,"W.R. Berkley Corp",62.34,-0.31,-0.49%,62.66,62.87,61.93,988891,2023-08-03
WTW,"Willis Towers Watson Public Ltd",213.79,0.63,+0.30%,212.1,216.14,211.1,615300,2023-08-03
ZION,"Zions Bancorp",37.41,0.78,+2.13%,36.5,37.53,36.11,2413800,2023-08-03
"Downloaded from Barchart.com as of 08-03-2023 06:03pm CDT"
