Symbol								
AAPL
MARSB								
MSFT								
AMZN								
NVDA								
META								
TSLA								
AVGO								
GOOGL								
GOOG								
PEP								
COST								
ADBE								
CSCO								
NFLX								
AMD								
CMCSA								
TMUS								
TXN								
INTC								
QCOM								
HON								
INTU								
AMGN								
ISRG								
SBUX								
AMAT								
BKNG								
MDLZ								
GILD								
ADP								
ADI								
VRTX								
LRCX								
PYPL								
REGN								
PANW								
MU								
SNPS								
CDNS								
CSX								
KLAC								
FTNT								
ABNB								
MELI								
ASML								
MNST								
CHTR								
MAR								
ORLY								
NXPI								
MRVL								
CTAS								
DXCM								
MCHP								
MRNA								
LULU								
PDD								
WDAY								
IDXX								
PCAR								
KDP								
AEP								
ADSK								
KHC								
PAYX								
CPRT								
ODFL								
ON								
EXC								
AZN								
BIIB								
ROST								
GEHC								
TTD								
EA								
CSGP								
SGEN								
XEL								
BKR								
GFS								
CTSH								
VRSK								
CRWD								
DLTR								
FAST								
DDOG								
WBD								
CEG								
ILMN								
ANSS								
SIRI								
TEAM								
WBA								
EBAY								
ALGN								
FANG								
ENPH								
ZS								
ZM								
JD								
LCID								
