>
>
Symbol
AAPL
MSFT
PYPL
ILMN
NFLX


DHI
ABMD
EXC
PHM
ILMN
NCLH
LOW
RCL
SPG
MGM
ETR
LEN
PWR
URI
LVS
RHI
NFLX
GS
XOM
PYPL
ETSY
FE
EL
PAYC
EQT
MS
DHR
PENN
WYNN
RL
DXCM
CDAY
UAL
NI
ZION
DAL
PPL
MOS
AWK
ANSS
KMI
AAL
OXY
WMB
EVRG
TEL
CMA
EPAM
COF
TRMB
MSFT
CF
AAPL
BBY
FTNT
BEN
LNC
NRG
FDS
DFS
ALK
ADSK
RE
AEE
FITB
ED
SLB
CVS
AKAM
ENPH
COP
BK
MTB
OKE
ALB
