Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
AA,"Alcoa Corp",86.93,0.35,+0.40%,88.01,82.56,6887000,2022-04-20
ACC,"American Campus Communities Inc",64.75,-0.05,-0.08%,64.85,64.75,14674400,2022-04-20
ACHC,"Acadia Healthcr Company",75.91,1.56,+2.10%,76.69,74.54,463300,2022-04-20
ACIW,"Aci Worldwide Inc",29.03,0.47,+1.65%,29.27,28.31,523800,2022-04-20
ACM,"Aecom Technology Corp",78.05,-0.29,-0.37%,79.55,77.81,1002600,2022-04-20
ADNT,"Adient Plc",36.74,0.83,+2.31%,37.61,36.37,735300,2022-04-20
AEO,"American Eagle Outfitters",17.69,-0.09,-0.51%,18.01,17.34,7892000,2022-04-20
AFG,"American Financial Group",148.98,2.96,+2.03%,149.11,146.42,222600,2022-04-20
AGCO,"Agco Corp",144.76,1.47,+1.03%,147,143.3,709400,2022-04-20
AIRC,"Apartment Income REIT Corp",54.84,1.95,+3.69%,54.85,53.12,777573,"17:24 ET"
ALE,"Allete Inc",64.5,0.69,+1.08%,64.9,63.98,349900,2022-04-20
AM,"Antero Midstream Corp",11.45,0.04,+0.35%,11.56,11.3,3031900,2022-04-20
AMED,"Amedisys Inc",151.7,1.29,+0.86%,153.7,147.57,272700,2022-04-20
AMG,"Affiliated Managers Group",140.03,2.18,+1.58%,140.48,137.42,180500,2022-04-20
AMKR,"Amkor Technology",19.77,0.02,+0.10%,20.47,19.67,800100,2022-04-20
AN,"Autonation Inc",105.61,-3.03,-2.79%,111.65,105.17,1006300,2022-04-20
APPS,"Digital Turbine",35.85,-1.67,-4.45%,37.68,35.85,1654800,2022-04-20
ARW,"Arrow Electronics",114.57,2.54,+2.27%,115.22,113.22,314900,2022-04-20
ARWR,"Arrowhead Pharma",45.76,0.27,+0.59%,46.2,44.37,531300,2022-04-20
ASB,"Associated Banc-Corp",22.41,0.11,+0.49%,22.69,22.38,952000,2022-04-20
ASGN,"On Assignment",122.34,2.15,+1.79%,123.79,119.87,205300,2022-04-20
ASH,"Ashland Global Holdings Inc",109.32,1.27,+1.18%,111.05,108.86,611800,2022-04-20
ATR,Aptargroup,119.5,2.27,+1.94%,119.75,117.33,141100,2022-04-20
AVNT,"Avient Corp",53.76,5.88,+12.28%,53.82,48.45,1184200,2022-04-20
AVT,"Avnet Inc",39.52,1.15,+3.00%,39.62,38.75,462800,2022-04-20
AXON,"Axon Enterprise Inc",124.64,-5.36,-4.12%,129.41,124.43,487100,2022-04-20
AYI,"Acuity Brands Inc",181.21,4.18,+2.36%,182.86,176.05,366600,2022-04-20
AZPN,"Aspen Technology",161.65,-0.17,-0.11%,162.98,160.89,288000,2022-04-20
AZTA,"Azenta Inc",83.74,2.68,+3.31%,85.12,82.01,552000,2022-04-20
BC,"Brunswick Corp",79.35,0.97999999999999,+1.25%,80.229,78.46,874764,"17:16 ET"
BCO,"Brink's Company",66.54,0.28,+0.42%,67.94,66.29,230500,2022-04-20
BDC,"Belden Inc",53.09,1.81,+3.53%,53.6,52.45,223700,2022-04-20
BHF,"Brighthouse Financial Inc",56.61,1.05,+1.89%,56.85,56.13,356700,2022-04-20
BJ,"Bj's Wholesale Club Holdings Inc",69.84,0.28,+0.40%,70.53,69.06,1057386,"17:09 ET"
BKH,"Black Hills Corp",79.99,0.81,+1.02%,80.95,79.84,257000,2022-04-20
BLD,"Topbuild Corp",183.07,4.13,+2.31%,185.66,180.19,272200,2022-04-20
BLDR,"Builders Firstsource",64.99,1.36,+2.14%,65.71,64.24,3640800,2022-04-20
BLKB,"Blackbaud Inc",57.77,-0.83,-1.42%,59.97,57.59,205600,2022-04-20
BOH,"Bank of Hawaii Corp",81.38,0.59,+0.73%,82.35,81.22,121600,2022-04-20
BRBR,"Bellring Brands Inc Cl A",24.72,-0.02,-0.08%,25.5,24.54,578100,2022-04-20
