Symbol,Name,Last,Change,%Chg,High,Low,Volume,Time
A,"Agilent Technologies",129.37,2.84,+2.24%,130.32,126.84,2026000,2022-04-20
AAL,"American Airlines Gp",19.48,-0.11,-0.56%,20.07,19.47,43076500,2022-04-20
AAP,"Advance Auto Parts Inc",228.02,5.12,+2.30%,229.72,224.4,586600,2022-04-20
AAPL,"Apple Inc",167.23,-0.17,-0.10%,168.88,166.1,67827695,2022-04-20
ABBV,"Abbvie Inc",156.7,0.35,+0.22%,158.1,155.52,6249200,2022-04-20
ABC,"Amerisourcebergen Corp",165.73,2.88,+1.77%,166.47,163.65,924200,2022-04-20
ABMD,"Abiomed Inc",325.98,2.56,+0.79%,331.56,320.56,228800,2022-04-20
ABT,"Abbott Laboratories",122.64,2.66,+2.22%,124.05,117.5,8333600,2022-04-20
ACN,"Accenture Plc",323.67,3.1,+0.97%,328.38,322.62,2273600,2022-04-20
ADBE,"Adobe Systems Inc",428.11,-8.29,-1.90%,442.44,427.2,2094000,2022-04-20
ADI,"Analog Devices",161.38,-0.94,-0.58%,165.56,160.54,2582300,2022-04-20
ADM,"Archer Daniels Midland",98.22,2.29,+2.39%,98.44,95.65,3257500,2022-04-20
ADP,"Automatic Data Procs",232.62,3.02,+1.32%,233.12,231.09,1545700,2022-04-20
ADSK,"Autodesk Inc",201.92,-1.88,-0.92%,207.05,201.72,1244400,2022-04-20
AEE,"Ameren Corp",98.51,1.89,+1.96%,98.63,97.19,1253200,2022-04-20
AEP,"American Electric Power Company",102.83,0.4,+0.39%,103.34,102.26,2335000,2022-04-20
AES,"The Aes Corp",24.91,0.49,+2.01%,25.4,24.43,7459000,2022-04-20
AFL,"Aflac Inc",66.62,1.13,+1.73%,66.9,65.16,3368100,2022-04-20
AIG,"American International Group",64.41,0.8,+1.26%,65.16,63.94,3432500,2022-04-20
AIZ,"Assurant Inc",193.12,3.6,+1.90%,193.58,190.21,326000,2022-04-20
AJG,"Arthur J. Gallagher & Company",183.9,4.4,+2.45%,184.42,180.55,1184400,"17:17 ET"
AKAM,"Akamai Technologies",121.92,0.58,+0.48%,122.64,120.66,1436400,2022-04-20
ALB,"Albemarle Corp",217.19,-0.96,-0.44%,222.21,215.58,774000,2022-04-20
ALGN,"Align Technology",419.18,-5.36,-1.26%,431.27,418.2,626200,2022-04-20
ALK,"Alaska Air Group",58.69,0.42,+0.72%,59.42,58.46,2511900,2022-04-20
ALL,"Allstate Corp",143.86,2.12,+1.50%,144.1,141.74,1437000,2022-04-20
ALLE,"Allegion Plc",112.59,3.3,+3.02%,113.17,110.4,626900,2022-04-20
AMAT,"Applied Materials",117.89,0.83,+0.71%,122.37,117.52,8853101,2022-04-20
AMCR,"Amcor Plc",12.01,0.25,+2.13%,12.06,11.8,6940800,2022-04-20
AMD,"Adv Micro Devices",94.02,-2.91,-3.00%,97.91,93.2,62423398,2022-04-20
AME,"Ametek Inc",132.11,1.98,+1.52%,133.68,131.44,869900,2022-04-20
AMGN,"Amgen Inc",255.38,2.01,+0.79%,256.89,253.5,1888000,2022-04-20
AMP,"Ameriprise Financial Services",300.84,3.21,+1.08%,303.96,299.6,553800,2022-04-20
AMT,"American Tower Corp",267.59,8.82,+3.41%,267.95,259.14,1807300,2022-04-20
AMZN,"Amazon.com Inc",3079.96,-82.35,-2.60%,3152.05,3072.07,2977200,2022-04-20
ANET,"Arista Networks Inc",127.16,-1.68,-1.30%,129.16,123.65,2045600,2022-04-20
ANSS,"Ansys Inc",291.25,-0.21,-0.07%,295.8,290.81,379000,2022-04-20
ANTM,"Anthem Inc",529.84,12.8,+2.48%,532.164,516.16,1590935,"17:23 ET"
AON,"AON Plc",333.22,2.43,+0.73%,334.44,330.33,946480,"17:16 ET"
AOS,"Smith A.O. Corp",66.3,0.93,+1.42%,66.49,65.85,719400,2022-04-20
APA,"Apa Corp",44.33,-0.06,-0.14%,45.15,43.94,8776100,2022-04-20
APD,"Air Products and Chemicals",248.74,-0.83,-0.33%,251.78,246.29,1414000,2022-04-20
APH,"Amphenol Corp",72.54,1.43,+2.01%,73.27,71.86,2650000,2022-04-20
APTV,"Aptiv Plc",111.04,0.57,+0.52%,113.73,110.99,1419700,2022-04-20
ARE,"Alexandria Real Estate Equities",200.99,3.44,+1.74%,201.51,197.58,756200,2022-04-20
ATO,"Atmos Energy Corp",122.69,2.08,+1.72%,122.96,120.8,628200,2022-04-20
ATVI,"Activision Blizzard",78.91,-0.12,-0.15%,79.31,78.86,3417700,2022-04-20
AVB,"Avalonbay Communities",253.5,6.58,+2.66%,254.07,247.64,1008314,"17:18 ET"
AVGO,"Broadcom Ltd",597.72,0.1,+0.02%,613.43,595.13,1391600,2022-04-20
AVY,"Avery Dennison Corp",171.08,2.05,+1.21%,172.97,170.35,447000,2022-04-20
AWK,"American Water Works",167.56,3.18,+1.93%,169.13,165.55,783700,2022-04-20
AXP,"American Express Company",188.46,1.29,+0.69%,190.15,187.64,2255400,2022-04-20
AZO,Autozone,2254.03,57.24,+2.61%,2267.23,2211.11,158700,2022-04-20
BA,"Boeing Company",183.55,-2.43,-1.31%,187.34,182.86,6813400,2022-04-20
BAC,"Bank of America Corp",39.66,0.09,+0.23%,40.37,39.61,47033098,2022-04-20
BAX,"Baxter International Inc",78.56,2.05,+2.68%,78.73,75.88,2492200,2022-04-20
BBWI,"Bath & Body Works Inc",56.83,1.26,+2.27%,57.45,55.71,6144800,2022-04-20
BBY,"Best Buy Company",94.4,-1.17,-1.22%,96.18,93.97,1340100,2022-04-20
BDX,"Becton Dickinson and Company",267.65,4.16,+1.58%,269.26,263.67,1426400,2022-04-20
BEN,"Franklin Resources",26.69,-0.07,-0.26%,27.23,26.66,2302200,2022-04-20
BF.B,"Brown Forman Inc Cl B",69.33,1.3,+1.91%,69.47,68.41,960400,2022-04-20
BIIB,"Biogen Inc",220.43,-2.59,-1.16%,225.5,220.27,1028600,2022-04-20
BIO,"Bio-Rad Laboratories",562.01,5.55,+1.00%,568.03,552.39,127500,2022-04-20
BK,"Bank of New York Mellon Corp",47.02,0.5,+1.07%,47.53,46.79,4966300,2022-04-20
